"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Cax","Ca","tau_Ca"
"70","86_2_PFM",12,19,15.5,"86_2_PFM_Oa",1060.84755477,16,7,66.302972173125,335.955,1572.330903,-0.677064107690761
"71","86_2_PFM",19,23,21,"86_2_PFM_E",3074.65986213,339,42,9.06979310362832,6.805,5574.627747,-0.498227232936944
