"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Cax","Ca","tau_Ca"
"72","86_2_W2.2",11,16,13.5,"86_2_W2.2_Oa",221.75909337,3,3,73.91969779,547.485,1429.39173,0.10194516541754
"73","86_2_W2.2",16,23,19.5,"86_2_W2.2_E.1",5130.42659256,253,36,20.278365978498,4.975,6217.8540255,-0.664449273267443
"74","86_2_W2.2",23,31,27,"86_2_W2.2_E.2",7090.29749883,303,30,23.4003217783168,6.045,8004.593688,-0.687416896169554
