"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Cax","Ca","tau_Ca"
"1","42_2_PFM",8,32,20,"42_2_PFM_E1",5100.45914751,366,33,13.9356807309016,7.665,4574.053536,-0.751925370066048
"2","42_2_PFM",32,47,39.5,"42_2_PFM_E2",2966.77705995,248,35,11.9628107256048,3.875,6432.262785,-0.399606586329405
