"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"49","52_4_PFM",15,32,23.5,"52_4_PFM_Bh1",4698.89538384,202,30,23.2618583358416,67.9,64146.4559856,20836.770522,588.59100296,-0.43980799546024,-0.444596654520516,-0.537225745935324,-0.45621497962242
"50","52_4_PFM",32,63,47.5,"52_4_PFM_Bh2",4237.39673007,296,25,14.3155294934797,54.7,56895.57771,18678.37995,503.4001999,-0.499561046878435,-0.453725428914404,-0.53998220178968,-0.484268505947266
