"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"40","52_3_PFM",16.5,23,19.75,"52_3_PFM_Oa",2936.8096149,166,19,17.6916241861446,40.8,35883.9085464,11954.163168,356.25244916,-0.461423651600066,-0.502886510580739,-0.575206421766927,-0.473387138160659
"41","52_3_PFM",23,33,28,"52_3_PFM_Bhs1",4291.33813116,292,29,14.6963634628767,54.1,46892.5412568,18346.319862,526.63405528,-0.511271756910195,-0.555427460208965,-0.553839845332291,-0.467247371979389
"42","52_3_PFM",33,48,40.5,"52_3_PFM_Bhs2",4207.42928502,383,54,10.9854550522715,74.8,49591.7733156,21168.83061,1053.26811056,-0.310796173343864,-0.520460470301739,-0.474933151311506,0.0867546486118447
