"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"36","52_2_X2.1",7,12.5,9.75,"52_2_X2.1_Oa",3044.69241708,136,15,22.3874442432353,37.1,27309.8773008,8882.607354,271.0616461,-0.527617944381929,-0.63507138101652,-0.695539051471457,-0.613513754683982
"37","52_2_X2.1",12.5,19.5,16,"52_2_X2.1_E1.1",5525.99686722,429,38,12.8811115786014,78.6,47686.4330388,20006.620302,348.5078307,-0.448589769621798,-0.648912146795619,-0.622168943920647,-0.726213958229806
"38","52_2_X2.1",19.5,26,22.75,"52_2_X2.1_E1.2",4680.91491681,349,32,13.4123636584814,70.4,42976.0084656,19259.485104,410.46477838,-0.416951315733847,-0.62646875994747,-0.570613405413859,-0.619324833770314
"39","52_2_X2.1",26,30,28,"52_2_X2.1_E2",4692.90189483,370,36,12.6835186346757,75.4,41441.1510204,18429.334884,410.46477838,-0.377136648636968,-0.640729189062776,-0.59017094650034,-0.620297184131054
