"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"26","42_4_V4.1",8,16,12,"42_4_V4.1_Oa",1540.32667557,84,15,18.3372223282143,24.9,24451.8668856,11040.997926,271.0616461,-0.373314829210766,-0.354151304852149,-0.251950997258718,-0.23605053455044
"27","42_4_V4.1",16,24,20,"42_4_V4.1_E",3380.32780164,264,23,12.8042719759091,60.1,48903.7337712,22995.161094,317.52935686,-0.31074716294545,-0.411407394847526,-0.290075448512916,-0.592211979866159
"28","42_4_V4.1",24,32.5,28.25,"42_4_V4.1_Bhs1",3925.73530155,214,28,18.3445574838785,61.1,50015.182266,22912.146072,348.5078307,-0.39663084513001,-0.481662723151638,-0.390913024594564,-0.614609571737223
"29","42_4_V4.1",32.5,38,35.25,"42_4_V4.1_Bhs2.1",3056.6793951,170,23,17.98046703,54.7,53190.749394,22995.161094,371.74168608,-0.306254235574614,-0.292025166682529,-0.214906966590755,-0.472040302196875
"30","42_4_V4.1",38,43,40.5,"42_4_V4.1_Bhs2.2",2709.05703252,190,24,14.258194908,49.8,49644.6994344,19259.485104,394.97554146,-0.287353588969765,-0.254433582612574,-0.258073162894301,-0.367061590161354
"31","42_4_V4.1",43,50,46.5,"42_4_V4.1_Bh.1",2397.395604,171,25,14.0198573333333,56.2,57424.838898,19010.440038,480.16634452,-0.0912184140785922,-0.0254779253327794,-0.172463760181717,-0.130516372680479
"32","42_4_V4.1",50,56.5,53.25,"42_4_V4.1_Bh.2",2379.41513697,197,25,12.0782494262437,58.4,62452.820184,19591.545192,433.69863376,-0.0485071377356829,0.0678578259595077,-0.140723317470044,-0.208725389942421
"33","42_4_V4.1",56.5,66,61.25,"42_4_V4.1_BC",2367.42815895,202,25,11.7199413809406,59.7,63881.8253916,22165.010874,456.93248914,-0.022401717563709,0.0978224526613412,-0.0229299606147516,-0.162114593518143
