"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"3","42_2_V2.1",6,8,7,"42_2_V2.1_Oa",3236.4840654,205,24,15.7877271482927,46.6,32020.301874,12203.208234,3918.77694076,-0.441818612047745,-0.597483628486999,-0.606508726335799,4.25637652835935
"4","42_2_V2.1",8,14,11,"42_2_V2.1_E.1",5010.55681236,383,34,13.082393765953,76.8,44299.1614356,18097.274796,929.3542152,-0.405792489240715,-0.640299439288927,-0.623069095337779,-0.194798307776335
"5","42_2_V2.1",14,20,17,"42_2_V2.1_E.2",5178.37450464,417,34,12.4181642797122,81.4,46522.0584252,19674.560214,449.18787068,-0.39061205768088,-0.634491848595116,-0.603497313527145,-0.623431523412991
"6","42_2_V2.1",20,28,24,"42_2_V2.1_E.3",5298.24428484,418,32,12.6752255618182,69.2,45728.1666432,19176.470082,511.14481836,-0.493666078277633,-0.648857487952758,-0.622278900199523,-0.58118581664656
"7","42_2_V2.1",28,32,30,"42_2_V2.1_E.4",4141.50090591,371,31,11.1630752180863,67.5,40806.0375948,17931.244752,495.65558144,-0.368157376233371,-0.599134883889146,-0.548157337190581,-0.480444870468705
