"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"43","52_3_X3.1",4,9,6.5,"52_3_X3.1_Oa",2942.80310391,242,24,12.1603434045868,55.5,40911.8898324,19342.500126,317.52935686,-0.268869863686744,-0.43438627931879,-0.314060267780183,-0.531583618420599
"44","52_3_X3.1",9,15,12,"52_3_X3.1_E",3955.7027466,368,38,10.7491922461957,83.8,48639.1031772,23244.20616,410.46477838,-0.17873507063287,-0.499742613255592,-0.386766846237609,-0.549534386628205
"45","52_3_X3.1",15,20,17.5,"52_3_X3.1_Bhs1",4381.24046631,215,26,20.377862634,50.9,43346.4912972,15108.734004,402.72015992,-0.549615330012515,-0.597479077759799,-0.640113511677065,-0.600960693520894
"46","52_3_X3.1",20,28,24,"52_3_X3.1_Bhs2.1",3632.05434006,260,28,13.9694397694615,78,44881.3487424,15191.749026,433.69863376,-0.167459876890997,-0.497258007137349,-0.563494222587096,-0.481623729054688
"47","52_3_X3.1",28,36,32,"52_3_X3.1_Bhs2.2",3703.97620818,280,28,13.2284864577857,65.9,54090.4934136,15523.809114,526.63405528,-0.310268383694148,-0.405866069938765,-0.56261421730609,-0.382765563652496
"48","52_3_X3.1",36,46,41,"52_3_X3.1_Bhs2.3",3476.2236258,265,30,13.1178250030189,72.3,62294.0418276,17350.139598,565.35714758,-0.193705869896701,-0.270928026770495,-0.479129425923743,-0.293967688605951
