"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"8","42_3_PFM",5.5,8.5,7,"42_3_PFM_Oa",2265.53884578,181,15,12.5167892032044,39.5,33449.3070816,11622.10308,480.16634452,-0.324090593987919,-0.399314411343054,-0.464637722905849,-0.0799115054819888
"9","42_3_PFM",8.5,30.5,19.5,"42_3_PFM_Bhs1",3170.55568629,230,20,13.785024723,51.6,46469.1323064,16769.034444,1068.75734748,-0.369075744424185,-0.403705534966195,-0.448040480288942,0.463366553693443
"10","42_3_PFM",30.5,41.5,36,"42_3_PFM_Bhs2",3566.12596095,290,25,12.2969860722414,52.4,53190.749394,16270.944312,1765.77300888,-0.430363885256356,-0.393164428585024,-0.523842492372732,1.14955019819844
"11","42_3_PFM",41.5,60,50.75,"42_3_PFM_Bhs3",3398.30826867,271,26,12.5398829102214,50.8,55096.0896708,15357.77907,1332.07437512,-0.420486112651245,-0.340386394734302,-0.52837132732182,0.701669043624709
