"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"1","42_2_PFM",8,32,20,"42_2_PFM_E1",5100.45914751,366,33,13.9356807309016,64.5,45675.2405244,19342.500126,433.69863376,-0.509754801410684,-0.635663090671181,-0.604234537579401,-0.630862490960213
"2","42_2_PFM",32,47,39.5,"42_2_PFM_E2",2966.77705995,248,35,11.9628107256048,56.3,43558.1957724,19508.53017,650.54795064,-0.264324335348139,-0.402666914340736,-0.313762899361134,-0.0480726660822451
