"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Ce","Al","K","Mn","tau_Ce","tau_Al","tau_K","tau_Mn"
"59","86_2_PFM",12,19,15.5,"86_2_PFM_Oa",1060.84755477,16,7,66.302972173125,19.2,11855.4506112,3901.706034,92.93542152,-0.298365142662765,-0.545329595198089,-0.616172469134194,-0.619690048192665
"60","86_2_PFM",19,23,21,"86_2_PFM_E",3074.65986213,339,42,9.06979310362832,88.8,39853.3674564,17516.169642,704.76027986,0.119641004069579,-0.472649277513197,-0.40546610280597,-0.00492976059766859
