"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Cax","Ca","tau_Ca"
"39","52_2_X2.1",12.5,19.5,16,"52_2_X2.1_E1.1",5525.99686722,429,38,12.8811115786014,7.145,2644.3747005,-0.867762056039035
"40","52_2_X2.1",19.5,26,22.75,"52_2_X2.1_E1.2",4680.91491681,349,32,13.4123636584814,5.895,2429.965941,-0.856506131959084
"41","52_2_X2.1",26,30,28,"52_2_X2.1_E2",4692.90189483,370,36,12.6835186346757,3.985,2501.4355275,-0.852540015804838
