"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Cax","Ca","tau_Ca"
"55","52_4_PFM",15,32,23.5,"52_4_PFM_Bh1",4698.89538384,202,30,23.2618583358416,21.905,8361.9416205,-0.50819725770966
"56","52_4_PFM",32,63,47.5,"52_4_PFM_Bh2",4237.39673007,296,25,14.3155294934797,15.005,7647.2457555,-0.500918238954563
