"","Pedon","Horizon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Fe","Si","Ca","P","tau_Fe","tau_Si","tau_Ca","tau_P"
"8","42_4_V4.1","E",19,24,21.5,"V4.1_RF1",1186.71082398,60,19,19.778513733,17345.8828728,353101.6930002,1786.7396625,916.5002847,0.564525068365203,3.02438447645232,-0.383691870412995,3.26627425032664
"9","42_4_V4.1","E",15,19,17,"V4.1_RF2",1732.11832389,119,24,14.5556161671429,14688.045981,348801.2752406,4431.114363,741.9288019,-0.0923519318196064,1.72361098303558,0.0471693562366891,1.36616891194587
"10","42_4_V4.1","Bhs1",24,28,26,"V4.1_RF3",2181.62999964,99,19,22.0366666630303,18185.199786,343332.2656985,3430.540152,916.5002847,-0.107788123455327,1.12852174524718,-0.356330498506055,1.32066566363922
"11","42_4_V4.1","Bhs1",24,30,27,"V4.1_RF4",1624.23552171,115,39,14.1237871453043,15037.7613615,348240.351185,4431.114363,349.1429656,-0.0090192810334081,1.89984414367346,0.116723040414771,0.187450081271727
"12","42_4_V4.1","Bh",43,56.5,49.75,"V4.1_RF6",1198.697802,93,32,12.8892236774194,16926.2244162,343379.0093698,7647.2457555,392.7858363,0.511406918866675,2.87443699766727,1.61142080668606,0.81011921763859
"13","42_4_V4.1","E",16,24,20,"V4.1_RF11",4477.13629047,234,33,19.1330610703846,38608.5780072,330244.0377345,5217.2798145,567.3573191,-0.0769727735023789,-0.00234762852046067,-0.522992358497961,-0.299968769022708
