"","Pedon","Horizon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Fe","Si","Ca","P","tau_Fe","tau_Si","tau_Ca","tau_P"
"16","52_3_X3.1","E",2,15,8.5,"X3.1_RF1",1078.8280218,73,31,14.7784660520548,16996.1674923,341462.5188465,6432.262785,349.1429656,0.686280446669431,3.28090302628179,1.44058019316454,0.787772066803546
"17","52_3_X3.1","E",11,14,12.5,"X3.1_RF2",2373.42164796,132,27,17.98046703,28466.8319727,335385.8415775,4716.992709,392.7858363,0.283793755694834,0.911236339591303,-0.186473268945153,-0.0857983749300052
"18","52_3_X3.1","Bhs2",22,27,24.5,"X3.1_RF3",1756.09227993,112,22,15.6793953565179,16366.6798074,333890.0440959,7361.3674095,567.3573191,-0.00242794963810677,1.57158393872613,0.715902797924558,0.784721261228796
"19","52_3_X3.1","Bhs2",35,40,37.5,"X3.1_RF4",1738.1118129,97,29,17.9186784835052,21052.8659061,336601.1770313,7361.3674095,567.3573191,0.296476154399742,1.61928338389196,0.733653516523777,0.803183894965645
