pedon,mids,top cm,base cm,newname,Si,Al,Fe,Mn,Mg,Ca,Na,K,Ti,P,Sc,Be,V,Ba,Sr,Y,Zr,Cr,Co,Ni,Cu,Zn,Ga,Ge,Rb,Nb,Ag,Sn,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U
,,,,HU1B ,300234.6008,87592.72661,45393.05639,619.5694768,9226.540795,4073.766431,14466.35151,23742.29629,7060.330054,872.857414,14,3,98,667,107,42,369,70,18,40,30,90,22,2,104,20,1.1,3,2.6,53.8,110,13.3,50.1,10,2.02,8.4,1.3,7.8,1.6,4.4,0.64,4.3,0.65,9.4,1.4,3,0.4,17,11.1,2.8
