Pit,Inc,Approx. horizon,Horizon no.,Top depth,Bottom depth,Oriented,Weight,Bulk/Ind,Kinsman,Rangeley,Ammonoosuc,Other,TS,Elemental,Comment,newname,Si,Al,Fe,Mn,Mg,Ca,Na,K,Ti,P,Ba,Sr,Y,Zr,Co,Ga,Rb,Sn,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Dy,Er,Yb,Lu,Th,U
AVERAGE,,,,,,,,,,,,,,,,,293888.1374,79420.9799,37136.0412,591.7242923,7125.433973,9710.578497,16997.83808,35991.88002,3974.903826,719.5575857,516,107.8331129,40,229.8047681,42.66666667,20.66666667,233.3333333,6.666666667,14.36666667,45.13333333,94.16666667,11.12666667,41.86666667,9.066666667,1.31,7.9,7.333333333,3.966666667,3.766666667,0.576666667,17.26666667,3.766666667
