"","Pedon","TDepth","BDepth","Depth","Name","Ti","Zr","Y","Ratio","Fe","Al","Si","Mn","Ca","P","K","Ce","tau_Fe","tau_Al","tau_Si","tau_Mn","tau_Ca","tau_P","tau_K","tau_Ce"
"34","52_2_PFM",8,10,9,"52_2_PFM_Oa",893.02986249,18,4,49.6127701383333,6154.9906968,13231.5297,61514.6714308,333.01859378,1500.8613165,1920.2863108,4233.766122,12.4,-0.127029755880726,-0.397196625944255,-0.514165286029089,0.618869710965117,-0.53431382306803,7.28954937718627,-0.505239023115003,-0.461707150138505
"35","52_2_PFM",10,30,20,"52_2_PFM_E",5555.96431227,382,30,14.5444091944241,14967.8182854,55201.9419084,344267.1391245,456.93248914,3716.418498,567.3573191,21583.90572,82.9,-0.658777959154811,-0.595771892332767,-0.562969306821226,-0.642972237798993,-0.814653696056459,-0.606333795635731,-0.59458002317142,-0.421560435085937
