,Pedon,variable,Cat,N,mean,sd,se
683,HB17NH014019,Y,VBhs,1,NA,NA,NA
684,HB17NH014019,Ratio,VBhs,1,NA,NA,NA
685,HB17NH014019,Fe,VBhs,1,32113,NA,NA
686,HB17NH014019,Al,VBhs,1,52590,NA,NA
687,HB17NH014019,Si,VBhs,1,NA,NA,NA
688,HB17NH014019,Mn,VBhs,1,434,NA,NA
689,HB17NH014019,Ca,VBhs,1,7287,NA,NA
690,HB17NH014019,P,VBhs,1,260,NA,NA
691,HB17NH014019,K,VBhs,1,18426,NA,NA
692,HB17NH014019,Ce,VBhs,1,NA,NA,NA
693,HB17NH014019,tau_Fe,VBhs,1,0.101684422,NA,NA
694,HB17NH014019,tau_Al,VBhs,1,-0.420473795,NA,NA
695,HB17NH014019,tau_Si,VBhs,1,NA,NA,NA
696,HB17NH014019,tau_Mn,VBhs,1,-0.489686058,NA,NA
697,HB17NH014019,tau_Ca,VBhs,1,-0.453102622,NA,NA
698,HB17NH014019,tau_P,VBhs,1,-0.728517041,NA,NA
699,HB17NH014019,tau_K,VBhs,1,-0.479160479,NA,NA
700,HB17NH014019,tau_Ce,VBhs,1,NA,NA,NA
701,HB20NH008012,Ti,VE,1,2992,NA,NA
702,HB20NH008012,Zr,VE,1,NA,NA,NA
703,HB20NH008012,Y,VE,1,NA,NA,NA
704,HB20NH008012,Ratio,VE,1,NA,NA,NA
705,HB20NH008012,Fe,VE,1,6961,NA,NA
706,HB20NH008012,Al,VE,1,44333,NA,NA
707,HB20NH008012,Si,VE,1,NA,NA,NA
708,HB20NH008012,Mn,VE,1,295,NA,NA
709,HB20NH008012,Ca,VE,1,5520,NA,NA
710,HB20NH008012,P,VE,1,295,NA,NA
711,HB20NH008012,K,VE,1,20850,NA,NA
712,HB20NH008012,Ce,VE,1,NA,NA,NA
713,HB20NH008012,tau_Fe,VE,1,-0.705321761,NA,NA
714,HB20NH008012,tau_Al,VE,1,-0.397166842,NA,NA
715,HB20NH008012,tau_Si,VE,1,NA,NA,NA
716,HB20NH008012,tau_Mn,VE,1,-0.571974322,NA,NA
717,HB20NH008012,tau_Ca,VE,1,-0.488793635,NA,NA
718,HB20NH008012,tau_P,VE,1,-0.61990571,NA,NA
719,HB20NH008012,tau_K,VE,1,-0.272757876,NA,NA
720,HB20NH008012,tau_Ce,VE,1,NA,NA,NA
721,HB20NH012017,Ti,VBhs,1,2680,NA,NA
722,HB20NH012017,Zr,VBhs,1,NA,NA,NA
723,HB20NH012017,Y,VBhs,1,NA,NA,NA
724,HB20NH012017,Ratio,VBhs,1,NA,NA,NA
725,HB20NH012017,Fe,VBhs,1,22319,NA,NA
726,HB20NH012017,Al,VBhs,1,46501,NA,NA
727,HB20NH012017,Si,VBhs,1,NA,NA,NA
728,HB20NH012017,Mn,VBhs,1,382,NA,NA
729,HB20NH012017,Ca,VBhs,1,5842,NA,NA
730,HB20NH012017,P,VBhs,1,413,NA,NA
731,HB20NH012017,K,VBhs,1,20121,NA,NA
732,HB20NH012017,Ce,VBhs,1,NA,NA,NA
733,HB20NH012017,tau_Fe,VBhs,1,0.054819038,NA,NA
734,HB20NH012017,tau_Al,VBhs,1,-0.294074128,NA,NA
735,HB20NH012017,tau_Si,VBhs,1,NA,NA,NA
736,HB20NH012017,tau_Mn,VBhs,1,-0.381217582,NA,NA
737,HB20NH012017,tau_Ca,VBhs,1,-0.395988061,NA,NA
738,HB20NH012017,tau_P,VBhs,1,-0.405918298,NA,NA
739,HB20NH012017,tau_K,VBhs,1,-0.216481377,NA,NA
740,HB20NH012017,tau_Ce,VBhs,1,NA,NA,NA
